,address,Sell Price,Sell Date,Auction,Last Sell Price,Last Sell Date,Rent Amount PW,Rent Date,Land Size SQM,Building Size SQM,Bedrooms,Toilets,Cars,Suburb,Unnamed: 0
54,1/1 Clive Court," 223,000 ", Jun 2020,0," 161,000 ", Jan 2017, ,, 73  ,53.0,0,0,0,Corio,54.0
55,18 Sharland Road," 338,000 ", Jun 2020,0," 138,000 ", Apr 2006, ,, 540 ,,1,0,0,Corio,55.0
56,3 Charlton Road," 405,000 ", Jun 2020,0," 270,000 ", Apr 2014, ,, 543  ,128.0,3,1,2,Corio,56.0
57,19-21 Merlin Crescent," 545,000 ", May 2020,0, ,, ,," 1,265 ",,3,2,3,Corio,57.0
58,15 Kingsley Drive," 542,000 ", May 2020,0," 431,000 ", Apr 2019, ,, 548 ,,5,2,3,Corio,58.0
59,21 Expedition Way," 215,000 ", May 2020,0, ,, ,, 345 ,,0,0,0,Corio,59.0
60,6 Weir Court," 360,000 ", May 2020,0," 205,000 ", Jun 2010, ,, 642  ,104.0,3,1,1,Corio,60.0
61,4 Chirnside Court," 316,000 ", May 2020,0," 61,000 ", May 1995, ,, 569  ,97.0,3,1,1,Corio,61.0
62,3/128 Cox Road," 275,000 ", May 2020,0," 220,000 ", Feb 2018, ,," 1,032  ",65.0,0,0,0,Corio,62.0
63,32 Cloverdale Drive," 410,000 ", May 2020,0," 205,000 ", Aug 2004, ,, 638  ,170.0,4,1,0,Corio,63.0
64,17 Sharland Road," 375,000 ", May 2020,0," 335,000 ", Aug 2018, ,, 657  ,128.0,4,1,1,Corio,64.0
65,239 Princes Highway," 355,000 ", May 2020,0," 346,000 ", Feb 2018, ,, 697 ,,2,1,2,Corio,65.0
66,1/26 Bacchus Marsh Road," 333,000 ", May 2020,0," 250,000 ", Jul 2014, ,, 290  ,92.0,0,0,0,Corio,66.0
67,7 Clunies Court," 440,000 ", May 2020,0," 99,000 ", Jul 1996, ,, 530 ,,0,0,0,Corio,67.0
68,20a Hendy Street," 387,500 ", Apr 2020,0," 270,000 ", Jun 2015, ,, 400 ,,3,2,1,Corio,68.0
69,16 Banksia Square," 343,000 ", Apr 2020,0," 270,000 ", Jun 2015, ,, 536 ,,3,1,2,Corio,69.0
70,25 Canadian Parade," 330,000 ", Apr 2020,0, ,, ,, 596 ,,0,0,0,Corio,70.0
71,3 Cudgee Court," 440,000 ", Apr 2020,0," 153,000 ", Jan 2002, ,, 612 ,,3,2,3,Corio,71.0
72,4 Prouse Court," 385,000 ", Apr 2020,0," 175,000 ", Nov 2007, ,, 576  ,123.0,3,1,2,Corio,72.0
73,69 Hendy Street," 326,000 ", Apr 2020,0," 236,000 ", Jul 2015, ,, 613 ,,3,1,2,Corio,73.0
74,31 Princess Road," 372,000 ", Apr 2020,0," 330,000 ", Jul 2017, ,, 705  ,131.0,3,1,1,Corio,74.0
75,7 Colorado Drive," 355,000 ", Apr 2020,0, ,, ,, 535 ,,4,1,2,Corio,75.0
76,7 Expedition Way," 215,000 ", Apr 2020,0, ,, ,, 349 ,,0,0,0,Corio,76.0
77,3 Nevada Avenue," 402,000 ", Mar 2020,0, ,, ,, 546 ,,3,1,1,Corio,77.0
78,10 Stirling Street," 490,000 ", Mar 2020,0," 327,500 ", Aug 2015, ,, 693  ,170.0,3,2,6,Corio,78.0
79,219 Plantation Road," 225,000 ", Mar 2020,0, ,, ,, 551 ,,0,0,0,Corio,79.0
80,16 Glendye Court," 450,500 ", Mar 2020,0," 330,000 ", Mar 2014, ,, 559  ,170.0,4,2,2,Corio,80.0
81,12 Donax Road," 530,000 ", Mar 2020,0," 265,000 ", May 2010, ,," 1,355  ",179.0,3,1,1,Corio,81.0
82,43 Browallia Drive," 525,000 ", 14 Mar 2020,1," 85,000 ", Aug 2006, ,, 654 ,,0,0,0,Corio,82.0
83,57 Ontario Avenue," 299,500 ", 14 Mar 2020,1," 193,000 ", Jun 2013, ,, 697  ,116.0,3,2,1,Corio,83.0
84,19 Sharland Road," 335,000 ", Mar 2020,0," 221,000 ", Sep 2013, ,, 591 ,,3,1,4,Corio,84.0
85,1 Duneed Court," 340,000 ", Mar 2020,0," 227,500 ", Apr 2016, ,, 679 ,,3,1,1,Corio,85.0
86,9 Abelia Street," 425,000 ", Mar 2020,0," 365,000 ", Dec 2018, ,, 856  ,102.0,3,1,2,Corio,86.0
87,1 Hastings Way," 440,000 ", Mar 2020,0, ,, ,, 752 ,,3,1,3,Corio,87.0
88,11 Kerry Court," 410,000 ", Mar 2020,0," 75,000 ", Feb 1999, ,, 705 ,,4,1,6,Corio,88.0
89,2/145 Purnell Road," 333,000 ", Mar 2020,0," 119,000 ", Jun 2002, ,, 287  ,115.0,0,0,0,Corio,89.0
90,174 Bacchus Marsh Road," 350,000 ", Mar 2020,0," 220,000 ", Sep 2015, ,, 630 ,,3,1,2,Corio,90.0
91,59 Purnell Road," 375,000 ", Mar 2020,0," 215,000 ", Feb 2016, ,, 612  ,98.0,3,1,2,Corio,91.0
92,3 Lofty Court," 330,000 ", 25 Feb 2020,1," 205,000 ", Feb 2016, ,, 631  ,106.0,3,1,2,Corio,92.0
93,29 Sharland Road," 397,000 ", Feb 2020,0," 150,000 ", Mar 2009, ,, 664  ,98.0,3,1,0,Corio,93.0
94,10 Gambier Grove," 353,000 ", Feb 2020,0," 210,000 ", Oct 2013, ,, 613 ,,3,1,1,Corio,94.0
95,37 Harpur Road," 396,000 ", Feb 2020,0, ,, ,, 702 ,,3,1,2,Corio,95.0
96,7-9 Ontario Avenue," 505,000 ", Feb 2020,0, ,, ,, ,,6,2,0,Corio,96.0
97,104 Matthews Road," 320,000 ", Feb 2020,0," 230,000 ", Oct 2011, ,, 521  ,108.0,3,1,2,Corio,97.0
98,319 Princes Highway," 405,000 ", Feb 2020,0," 91,000 ", May 1990, ,, 557 ,,3,1,2,Corio,98.0
99,417 Princes Highway," 304,000 ", Feb 2020,0," 215,000 ", Jan 2016, ,, 617  ,126.0,4,1,2,Corio,99.0
100,13 Como Road," 335,000 ", 15 Feb 2020,1," 242,000 ", Sep 2011, ,, 604 ,,3,1,2,Corio,100.0
101,299 Princes Highway," 435,000 ", Feb 2020,0," 330,000 ", Feb 2017, ,, 697 ,,3,1,5,Corio,101.0
102,44 Ontario Avenue," 365,000 ", Feb 2020,0," 300,500 ", Apr 2017, ,, 596 ,,3,1,1,Corio,102.0
103,35 Colorado Drive," 370,000 ", Feb 2020,0," 272,000 ", Jun 2016, ,, 571 ,,4,1,1,Corio,103.0
104,2 Talona Crescent," 340,000 ", Feb 2020,0," 216,000 ", May 2016, ,, 549 ,,3,1,3,Corio,104.0
105,17 Browning Drive," 448,000 ", Feb 2020,0," 168,000 ", Nov 2001, ,, 619 ,,3,3,3,Corio,105.0
106,160 Cox Road," 271,000 ", Feb 2020,0," 152,000 ", Jul 2016, ,, 641 ,,0,0,0,Corio,106.0
107,1 Cabarita Court," 430,000 ", Feb 2020,0," 107,000 ", Jun 1992, ,, 515 ,,1,2,3,Corio,107.0
108,104 Vermont Avenue," 360,000 ", Feb 2020,0," 52,500 ", Jan 1998, ,, 544 ,,3,1,1,Corio,108.0
109,43 Wyoming avenue," 360,000 ", Feb 2020,0, ,, ,, 692 ,,3,1,3,Corio,109.0
110,7 Cobham Court," 450,000 ", Feb 2020,0," 185,000 ", Oct 2008, ,, 615  ,110.0,4,2,6,Corio,110.0
111,8 Cranbourne Drive," 415,000 ", Feb 2020,0," 77,500 ", Feb 1989, ,, 556 ,,3,2,2,Corio,111.0
112,11 Michigan Avenue," 352,000 ", Feb 2020,0, ,, ,, 742 ,,3,1,1,Corio,112.0
113,19 Virgillia Square," 363,000 ", Feb 2020,0," 84,500 ", Oct 2001, ,, 536 ,,3,1,2,Corio,113.0
114,8 Voyage Circuit," 250,000 ", Jan 2020,0, ,, ,, 448 ,,0,0,0,Corio,114.0
115,2/17 Merlin Crescent," 341,500 ", Jan 2020,0," 250,000 ", Apr 2017, ,, 292 ,,0,0,0,Corio,115.0
116,85 Vermont Avenue," 343,000 ", Jan 2020,0," 160,000 ", Jun 2004, ,, 664 ,,3,2,1,Corio,116.0
117,5 Amanda Avenue," 445,000 ", Jan 2020,0, ,, ,, 614 ,,0,0,0,Corio,117.0
118,15 Loddon Street," 330,000 ", Jan 2020,0," 59,500 ", May 1997, ,, 640 ,,3,1,1,Corio,118.0
119,5 Correa Close," 385,000 ", Jan 2020,0," 365,000 ", Sep 2018, ,, 577 ,,3,1,2,Corio,119.0
120,32 Carmarthen Drive," 377,500 ", Jan 2020,0," 138,000 ", Jul 2003, ,, 671 ,,3,1,2,Corio,120.0
121,34 Colorado Drive," 350,000 ", Jan 2020,0," 170,000 ", Mar 2004, ,, 591 ,,1,1,2,Corio,121.0
122,8 Dalwood Court," 425,000 ", Jan 2020,0," 256,000 ", Aug 2014, ,, 537 ,,3,1,2,Corio,122.0
123,25 Hendy Street," 300,000 ", Jan 2020,0," 200,000 ", Jul 2015, ,, 738  ,111.0,3,1,2,Corio,123.0
124,146A Matthews Road," 429,000 ", Jan 2020,0, ,, ,, 327 ,,0,0,0,Corio,124.0
125,2/174 Purnell Road," 305,000 ", Jan 2020,0," 150,000 ", May 2008, ,, 231  ,85.0,2,1,1,Corio,125.0
126,1 Plantation Road," 317,000 ", Jan 2020,0," 200,000 ", Jun 2013, ,, 586 ,,3,1,2,Corio,126.0
127,19 Quebec Avenue," 351,000 ", Jan 2020,0," 220,000 ", Apr 2012, ,, 600 ,,0,0,0,Corio,127.0
128,31 Kosciusko Avenue," 325,000 ", Jan 2020,0," 247,500 ", Nov 2016, ,, 628 ,,3,1,1,Corio,128.0
129,39 Howitt Avenue," 277,000 ", Jan 2020,0," 186,500 ", Dec 2014, ,, 612 ,,3,1,2,Corio,129.0
130,18 Cabernet Road," 455,000 ", Dec 2019,0, ,, ,, 530 ,,3,1,5,Corio,130.0
131,8 Leonis Court," 325,000 ", Dec 2019,0," 163,000 ", Jul 2008, ,, 590  ,103.0,3,1,2,Corio,131.0
132,102 Purnell Road," 329,000 ", Dec 2019,0," 220,500 ", Nov 2011, ,, 566  ,103.0,3,1,2,Corio,132.0
133,5 Georgia Grove," 300,000 ", Dec 2019,0, ,, ,, 600 ,,3,1,1,Corio,133.0
134,4 Wattle Place," 475,000 ", Dec 2019,0," 295,000 ", Oct 2015, ,, 724  ,185.0,3,2,1,Corio,134.0
135,10 Michigan Avenue," 390,000 ", Dec 2019,0," 274,000 ", Dec 2016, ,, 710  ,92.0,2,1,1,Corio,135.0
136,18 Norfolk Crescent," 418,800 ", Dec 2019,0," 250,000 ", Feb 2013, ,, 929 ,,0,0,0,Corio,136.0
137,27 Teleta Crescent," 372,000 ", Dec 2019,0," 222,000 ", Jun 2010, ,, 631  ,100.0,3,1,1,Corio,137.0
138,30 Canadian Parade," 343,000 ", Dec 2019,0, ,, ,, 654 ,,0,0,0,Corio,138.0
139,9 Grange Court," 468,500 ", Dec 2019,0," 223,000 ", Jan 2009, ,, 562  ,125.0,3,1,2,Corio,139.0
140,8 Shepherdson Avenue," 351,000 ", Dec 2019,0," 139,000 ", Sep 2006, ,, 537 ,,3,1,2,Corio,140.0
141,39 Caldermeade Road," 391,000 ", Dec 2019,0," 200,000 ", Mar 2007, ,, 528 ,,3,1,0,Corio,141.0
142,1C Wilkins Close," 408,000 ", Dec 2019,0, ,, ,, 604 ,,3,1,3,Corio,142.0
143,86 Vermont Avenue," 325,000 ", Nov 2019,0, ,, ,, 540 ,,0,0,0,Corio,143.0
144,1/11-17 Howitt Avenue," 230,000 ", Nov 2019,0, ,, ,, 61 ,,0,0,0,Corio,144.0
145,24 Kalver Street," 320,000 ", Nov 2019,0," 290,000 ", Jul 2017, ,, 590 ,,2,1,4,Corio,145.0
146,52 Kingsley Drive," 390,000 ", Nov 2019,0," 72,000 ", Jun 1992, ,, 539 ,,3,1,2,Corio,146.0
147,56 Bacchus Marsh Road," 325,000 ", Nov 2019,0," 270,000 ", Apr 2016, ,, 697  ,96.0,3,1,2,Corio,147.0
148,2/8 Detroit Crescent," 290,000 ", Nov 2019,0, ,, 270 , Mar 2017, 120 ,,0,0,0,Corio,148.0
149,3 Bluegum Court," 351,500 ", Nov 2019,0," 262,500 ", Nov 2016, ,, 532 ,,3,1,1,Corio,149.0
150,1B Wilkins Close," 360,000 ", Nov 2019,0," 283,000 ", Sep 2017, ,, 207 ,,0,0,0,Corio,150.0
151,18 Carmarthen Drive," 340,000 ", Nov 2019,0," 257,000 ", Sep 2016, ,, 664 ,,4,1,3,Corio,151.0
152,10 Primlea Court," 530,000 ", Nov 2019,0," 85,000 ", Feb 2000, ,, 612 ,,4,2,2,Corio,152.0
153,4 Minnesota Court," 400,000 ", Nov 2019,0," 198,000 ", Nov 2009, ,, 549 ,,3,1,1,Corio,153.0
154,74 Vermont Avenue," 314,000 ", Nov 2019,0, ,, ,, 540 ,,0,0,0,Corio,154.0
155,44 Cloverdale Drive," 395,000 ", Oct 2019,0," 62,500 ", Jul 1986, ,, 555 ,,3,1,2,Corio,155.0
156,4 Amanda Avenue," 303,000 ", 26 Oct 2019,1," 76,000 ", Jul 1997, ,, 609 ,,1,2,2,Corio,156.0
157,6 Norfolk Crescent," 390,000 ", Oct 2019,0," 64,500 ", Jul 1999, ,, 639 ,,3,1,2,Corio,157.0
158,16 Grange Court," 420,000 ", Oct 2019,0," 78,000 ", Dec 1994, ,, 559 ,,3,1,4,Corio,158.0
159,83 Vermont Avenue," 355,000 ", Oct 2019,0," 155,000 ", Oct 2008, ,, 664 ,,3,1,2,Corio,159.0
160,28 Pembroke Street," 365,000 ", Oct 2019,0," 67,000 ", May 1999, ,, 678 ,,4,1,0,Corio,160.0
161,7 Springfield Court," 442,000 ", Oct 2019,0," 200,000 ", Jul 2016, ,, 555  ,138.0,4,2,5,Corio,161.0
162,88 Fairbairn Drive," 340,000 ", Oct 2019,0," 330,000 ", Sep 2017, ,, 764 ,,3,1,3,Corio,162.0
163,2 Minnesota Court," 360,000 ", Oct 2019,0," 261,000 ", May 2016, ,, 671 ,,4,1,3,Corio,163.0
164,1/8 Norberry Court," 302,500 ", Oct 2019,0," 185,000 ", Jun 2009, ,, 255  ,100.0,0,0,0,Corio,164.0
165,204 Bacchus Marsh Road," 370,000 ", Oct 2019,0," 80,000 ", Oct 1993, ,, 591 ,,3,1,1,Corio,165.0
166,3/8 Detroit Crescent," 295,000 ", Oct 2019,0, ,, 270 , Apr 2015, 119 ,,0,0,0,Corio,166.0
167,18 Harding Street," 360,000 ", Oct 2019,0," 90,000 ", Aug 1998, ,, 635 ,,4,1,2,Corio,167.0
168,Lot 111 Voyage Circuit," 220,000 ", Oct 2019,0," 149,000 ", Mar 2017, ,, ,,0,0,0,Corio,168.0
169,1 Hilson Court," 345,000 ", Oct 2019,0," 318,000 ", Oct 2017, ,, 633 ,,3,1,2,Corio,169.0
170,4 Consedine Court," 365,000 ", Oct 2019,0," 192,000 ", Mar 2015, ,, 555 ,,3,1,4,Corio,170.0
171,4 Michigan Avenue," 370,000 ", Oct 2019,0, ,, ,, 691 ,,2,1,2,Corio,171.0
172,7 Como Road," 338,000 ", Sep 2019,0, ,, 320 , Oct 2019, 602 ,,3,1,4,Corio,172.0
173,12 Rosemary Avenue," 380,000 ", Sep 2019,0," 240,000 ", Dec 2015, ,, 613  ,123.0,3,1,4,Corio,173.0
174,16 Loddon Street," 305,000 ", Sep 2019,0," 190,000 ", Nov 2013, ,, 640  ,93.0,3,1,3,Corio,174.0
175,18 Loddon Street," 320,000 ", Sep 2019,0," 200,000 ", Nov 2013, ,, 694  ,102.0,3,1,3,Corio,175.0
176,10 Sten Court," 446,000 ", Sep 2019,0," 350,000 ", Jan 2017, ,, 622 ,,3,2,2,Corio,176.0
177,4 Goodall Court," 320,000 ", Sep 2019,0," 150,000 ", May 2008, ,, 625  ,100.0,3,1,2,Corio,177.0
178,16 Indiana Avenue," 315,000 ", Sep 2019,0," 195,000 ", May 2011, ,, 580  ,93.0,3,1,2,Corio,178.0
179,1 Kullaroo Court," 440,000 ", Sep 2019,0," 272,000 ", Dec 2009, ,, 729  ,138.0,3,2,2,Corio,179.0
180,4/31-33 Cranbourne Drive," 317,500 ", Sep 2019,0," 255,999 ", Aug 2010, ,, 224 ,,2,1,1,Corio,180.0
181,45 Vermont Avenue," 390,000 ", Sep 2019,0, ,, ,, 605 ,,4,1,3,Corio,181.0
182,10 Cheshire Street," 308,000 ", Sep 2019,0," 208,000 ", Aug 2015, ,, 573 ,,3,1,1,Corio,182.0
183,5 Harpur Road," 340,000 ", Sep 2019,0," 155,000 ", Feb 2000, ,, 775  ,85.0,3,1,2,Corio,183.0
184,21 Corangamite Drive," 410,000 ", Sep 2019,0," 293,000 ", May 2012, ,, 647 ,,3,2,3,Corio,184.0
185,8 Oregon Avenue," 303,000 ", Sep 2019,0," 218,000 ", Nov 2015, ,, 535 ,,3,1,0,Corio,185.0
186,1 Franklyn Street," 410,000 ", Sep 2019,0," 280,000 ", Jun 2016, ,, 664  ,152.0,3,1,3,Corio,186.0
187,5 Raymond Grove," 255,000 ", Sep 2019,0," 170,000 ", Jun 2015, ,, 586 ,,0,0,0,Corio,187.0
188,7 Quebec Avenue," 350,000 ", Sep 2019,0," 236,000 ", Jun 2016, ,, 684  ,90.0,3,1,4,Corio,188.0
189,84 Cloverdale Drive," 385,000 ", Sep 2019,0," 310,000 ", Jun 2017, ,, 565 ,,3,1,3,Corio,189.0
190,43 Kanooka Drive," 370,000 ", Sep 2019,0," 305,000 ", Mar 2017, ,, 568 ,,3,1,1,Corio,190.0
191,21 Kingsley Drive," 380,500 ", Sep 2019,0," 234,000 ", Jun 2009, ,, 534  ,113.0,3,1,3,Corio,191.0
192,263 Plantation Road," 426,500 ", Sep 2019,0," 330,000 ", Nov 2016, ,, 297 ,,3,2,2,Corio,192.0
193,3 Plantation Road," 313,000 ", Sep 2019,0," 193,000 ", Nov 2013, ,, 559  ,104.0,3,1,2,Corio,193.0
194,5/31-33 Cranbourne Drive," 320,000 ", Aug 2019,0," 256,000 ", Jun 2010, ,, 216 ,,2,1,1,Corio,194.0
195,19 Goulburn Avenue," 340,000 ", Aug 2019,0," 165,000 ", Feb 2000, ,, 640  ,102.0,3,1,2,Corio,195.0
196,15 Glenelg Avenue," 305,000 ", Aug 2019,0," 228,000 ", Mar 2016, ,, 554  ,106.0,3,1,3,Corio,196.0
197,13 Brodribb Court," 350,000 ", Aug 2019,0," 230,000 ", Jan 2015, ,, 640  ,109.0,3,1,1,Corio,197.0
198,3 Gatling Court," 330,000 ", Aug 2019,0," 251,000 ", Feb 2012, ,, 528  ,128.0,3,1,3,Corio,198.0
199,4 Lofty Court," 300,000 ", Aug 2019,0, ,, ,, 601 ,,3,1,4,Corio,199.0
200,16 Clavus Road," 340,000 ", Aug 2019,0," 249,000 ", Jul 2015, ,, 600 ,,3,1,2,Corio,200.0
201,8 Nevada Avenue," 275,000 ", Aug 2019,0, ,, 285 , Sep 2019, 563 ,,3,1,1,Corio,201.0
202,26 Maryland Drive," 345,000 ", Aug 2019,0," 250,000 ", Mar 2014, ,, 540  ,106.0,3,1,2,Corio,202.0
203,62 Kingsley Drive," 385,000 ", Aug 2019,0, ,, 360 , Sep 2019, 809 ,,3,1,6,Corio,203.0
204,3/58 Bacchus Marsh Road," 315,000 ", Aug 2019,0, ,, 280 , Apr 2018, 134 ,,0,0,0,Corio,204.0
205,54 Fairbairn Drive," 377,000 ", Aug 2019,0," 72,000 ", Jun 1998, ,, 650 ,,3,2,1,Corio,205.0
206,3 (Lot 306) Fleet Court," 270,000 ", Aug 2019,0, ,, ,, 686 ,,0,0,0,Corio,206.0
207,22 Buangor Street," 326,000 ", 10 Aug 2019,1, ,, ,, 629 ,,3,1,2,Corio,207.0
208,3 Idaho Street," 291,000 ", Aug 2019,0," 210,000 ", Mar 2015, ,, 631  ,111.0,3,1,1,Corio,208.0
209,78 St Georges Road," 375,000 ", Aug 2019,0," 230,000 ", Nov 2010, ,, 650 ,,3,1,1,Corio,209.0
210,8 Springfield Court," 400,000 ", Aug 2019,0," 300,000 ", Sep 2012, ,, 610 ,,4,1,3,Corio,210.0
211,43 Kosciusko Avenue," 330,000 ", Aug 2019,0," 210,000 ", Oct 2014, ,, 575  ,97.0,3,1,3,Corio,211.0
212,36 Cloverdale Drive," 420,000 ", Aug 2019,0," 76,000 ", Mar 1989, ,, 554 ,,3,1,3,Corio,212.0
213,3 Wyoming Avenue," 305,000 ", Jul 2019,0, ,, ,, 536 ,,3,1,0,Corio,213.0
214,2/161 Purnell Road," 310,000 ", Jul 2019,0," 74,500 ", Apr 1989, ,, 221 ,,0,0,0,Corio,214.0
215,1/8 Detroit Crescent," 250,000 ", Jul 2019,0, ,, 260 , Jul 2017, 257 ,,2,1,1,Corio,215.0
216,6 Kanooka Drive," 405,000 ", Jul 2019,0, ,, ,, 695 ,,3,1,2,Corio,216.0
217,12 Bacchus Marsh Road," 325,000 ", Jul 2019,0, ,, 300 , Sep 2019, 695 ,,3,1,2,Corio,217.0
218,9 Nixon Court," 310,000 ", Jul 2019,0," 215,000 ", Mar 2011, ,, 597 ,,3,1,3,Corio,218.0
219,283 Princes Highway," 360,000 ", Jul 2019,0, ,, ,, 693 ,,3,1,2,Corio,219.0
220,237 Princes Highway," 370,000 ", Jul 2019,0," 337,000 ", Feb 2018, ,, 697 ,,3,1,1,Corio,220.0
221,9 Pembroke Street," 373,000 ", Jul 2019,0," 259,000 ", Sep 2011, ,, 582  ,110.0,3,2,2,Corio,221.0
222,1 Wyoming Avenue," 300,000 ", Jul 2019,0, ,, ,, 534 ,,3,1,0,Corio,222.0
223,12 Gambier Grove," 335,000 ", Jul 2019,0, ,, ,, 585 ,,3,1,2,Corio,223.0
224,78 Matthews Road," 315,000 ", Jul 2019,0, ,, 330 , Sep 2019, 535 ,,3,1,1,Corio,224.0
225,42 Caithness Crescent," 290,000 ", Jul 2019,0," 170,000 ", May 2007, ,, 578  ,112.0,3,1,1,Corio,225.0
226,4 Bogong Street," 320,000 ", Jul 2019,0," 68,000 ", Mar 1999, ,, 558 ,,3,1,1,Corio,226.0
227,5/8-9 Fieldman Court," 310,000 ", Jul 2019,0," 250,000 ", Jun 2009, ,, 202 ,,2,1,1,Corio,227.0
228,38-40 Browallia Drive," 560,000 ", Jul 2019,0, ,, ,, 695 ,,4,2,2,Corio,228.0
229,21 Atami Crescent," 350,000 ", Jul 2019,0," 186,000 ", Jul 2006, ,, 557 ,,3,1,3,Corio,229.0
230,5 Dargo Court," 405,000 ", Jul 2019,0," 245,500 ", Oct 2011, ,, 862 ,,3,1,5,Corio,230.0
231,53 Goldsworthy Road," 305,000 ", Jul 2019,0, ,, ,, 555 ,,3,1,1,Corio,231.0
232,13 Atami Crescent," 350,000 ", Jul 2019,0," 270,000 ", May 2013, ,, 557  ,200.0,3,1,3,Corio,232.0
233,4 Fieldman Court," 420,000 ", Jul 2019,0, ,, 300 , Apr 2015, 571 ,,3,2,1,Corio,233.0
234,2/85-87 Goldsworthy Road," 275,000 ", Jun 2019,0, ,, ,, 235 ,,0,0,0,Corio,234.0
235,12 Nixon Court," 350,000 ", Jun 2019,0, ,, ,, 871 ,,3,1,3,Corio,235.0
236,11 Grange Court," 403,000 ", Jun 2019,0," 365,000 ", Sep 2017, ,, 559  ,108.0,3,1,4,Corio,236.0
237,14 Browallia Drive," 410,000 ", Jun 2019,0," 290,000 ", Mar 2012, ,, 402 ,,3,2,2,Corio,237.0
238,18 Florida Avenue," 325,000 ", Jun 2019,0," 67,500 ", Apr 2000, ,, 557 ,,3,1,1,Corio,238.0
239,62 Kanooka Drive," 400,000 ", Jun 2019,0," 255,000 ", Aug 2011, ,, 542  ,542.0,3,1,2,Corio,239.0
240,4 Paley Drive," 388,000 ", Jun 2019,0," 205,000 ", Apr 2009, ,, 536 ,,3,1,1,Corio,240.0
241,13 Rimula Road," 468,000 ", Jun 2019,0, ,, 330 , Jul 2019," 1,053 ",,3,1,4,Corio,241.0
242,3 Colorado Drive," 365,000 ", Jun 2019,0, ,, 300 , Jul 2019, 800 ,,3,1,1,Corio,242.0
243,9 Yarrum Court," 360,000 ", Jun 2019,0," 160,000 ", Sep 2006, ,, 541 ,,3,1,2,Corio,243.0
244,180 Purnell Road," 375,000 ", Jun 2019,0," 239,000 ", May 2012, ,, 549  ,136.0,4,1,0,Corio,244.0
245,14 Bacchus Marsh Road," 310,000 ", Jun 2019,0, ,, ,, 697 ,,3,1,3,Corio,245.0
246,34 Michigan Avenue," 361,000 ", Jun 2019,0, ,, 290 , Aug 2019, 739 ,,3,1,2,Corio,246.0
247,2/74 Fairbairn Drive," 290,000 ", Jun 2019,0," 210,000 ", May 2015, ,, 310 ,,0,0,0,Corio,247.0
248,28 Princess Road," 356,000 ", Jun 2019,0, ,, ,, 557 ,,3,1,4,Corio,248.0
249,1 Illinois Avenue," 335,000 ", Jun 2019,0," 57,000 ", Oct 1998, ,, 594 ,,3,1,1,Corio,249.0
250,6 Talona Crescent," 300,000 ", Jun 2019,0," 230,000 ", Apr 2014, ,, 556  ,77.0,2,1,1,Corio,250.0
251,6 Fiona Avenue," 330,000 ", Jun 2019,0, ,, 340 , Jul 2019, 669 ,,3,1,2,Corio,251.0
252,12 Leonora Court," 415,000 ", Jun 2019,0," 277,000 ", Apr 2012, ,, 610  ,134.0,3,2,2,Corio,252.0
253,13 Cabarita Court," 300,000 ", May 2019,0, ,, ,, 529 ,,3,1,1,Corio,253.0
254,7 Winchester Court," 440,000 ", May 2019,0, ,, ,, 567 ,,4,2,2,Corio,254.0
255,58 Carmarthen Drive," 318,000 ", May 2019,0," 285,000 ", Nov 2017, ,, 568 ,,3,1,2,Corio,255.0
256,2 Maine Court," 335,000 ", May 2019,0," 192,500 ", Mar 2010, ,, 540 ,,3,1,2,Corio,256.0
257,12 Coleraine Crescent," 430,050 ", May 2019,0," 310,000 ", Dec 2012, ,, 530  ,130.0,3,2,7,Corio,257.0
258,2 Remington Street," 320,000 ", May 2019,0," 250,000 ", Dec 2011, ,, 538 ,,3,1,4,Corio,258.0
259,6 Harpur Road," 335,000 ", May 2019,0," 238,000 ", Mar 2018, ,, 684  ,86.0,3,1,2,Corio,259.0
260,3 Ayr Court," 420,000 ", May 2019,0, ,, ,, 877 ,,3,1,2,Corio,260.0
261,8 Cobham Court," 327,000 ", May 2019,0, ,, ,, 543 ,,3,1,1,Corio,261.0
262,48 Canadian Parade," 300,000 ", May 2019,0, ,, ,, 608 ,,3,1,2,Corio,262.0
263,16 Springfield Court," 485,000 ", May 2019,0, ,, ,, 567 ,,4,2,3,Corio,263.0
264,137 Goldsworthy Road," 300,000 ", May 2019,0," 72,000 ", Feb 2000, ,, 537 ,,3,1,7,Corio,264.0
265,8 Perilla Court," 503,000 ", May 2019,0," 82,000 ", Sep 2006, ,, 573 ,,3,2,2,Corio,265.0
266,52 Plantation Road," 330,000 ", May 2019,0," 222,000 ", Aug 2015, ,, 626  ,101.0,3,1,1,Corio,266.0
267,11 Horne Square," 240,000 ", May 2019,0," 61,000 ", May 1993, ,, 541 ,,3,1,2,Corio,267.0
268,2-4 McCubbin Court," 620,000 ", May 2019,0," 370,000 ", Jul 2015, ,, 994 ,,5,2,2,Corio,268.0
269,41 Nigella Avenue," 505,000 ", May 2019,0," 85,000 ", Apr 2007, ,, 594 ,,3,2,4,Corio,269.0
270,2 Macedon Avenue," 368,000 ", May 2019,0, ,, 350 , Jun 2019, 759 ,,3,1,5,Corio,270.0
271,25 Talpa Crescent," 350,000 ", May 2019,0," 78,000 ", Nov 1999, ,, 695 ,,3,1,2,Corio,271.0
272,18 Paulson Street," 300,000 ", Apr 2019,0, ,, ,, 540 ,,3,1,1,Corio,272.0
