,address,Sell Price,Sell Date,Auction,Last Sell Price,Last Sell Date,Rent Amount PW,Rent Date,Land Size SQM,Building Size SQM,Bedrooms,Toilets,Cars,Suburb,Suburb_Code,Train Station,Bus Station,Hospitals,Schools,Restaurants,Shopping Center,Park,Sub_Lat,Sub_Long
4958,13 Rockingham Street,540000.0,2019-08-01,0,,,,,510.0,,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4959,15 Rainford Place,530000.0,2019-08-01,0,,,420.0,2015-06-01,447.0,,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4960,27 Prevelly Circuit,505000.0,2019-07-01,0,165000.0,2013-09-01,385.0,2014-08-01,374.0,,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4961,5 Madeira Street,471000.0,2019-07-01,0,,,,,271.0,,3,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4962,19 Carisbrook Street,478000.0,2019-07-01,0,,,,,271.0,,4,2,1,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4963,15 Rochford Drive,525000.0,2019-07-01,0,164750.0,2011-10-01,,,447.0,179.0,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4964,30 Shearwater Drive,615000.0,2019-07-01,0,,,,,588.0,,3,2,3,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4965,67 Coastside Drive,586000.0,2019-07-01,0,180000.0,2012-10-01,,,495.0,214.0,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4966,20 Mcmahon Avenue,485000.0,2019-07-01,0,164000.0,2014-04-01,,,456.0,,3,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4967,180 WARRALILY Boulevard,678000.0,2019-07-01,0,175000.0,2016-04-01,580.0,2019-08-01,541.0,,5,2,6,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4968,15 Silvercrest Way,560000.0,2019-07-01,0,181000.0,2010-06-01,430.0,2017-03-01,574.0,188.0,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4969,22 Noosa Circuit,685000.0,2019-07-01,0,,,,,512.0,,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4970,10 Rottness Drive,560000.0,2019-07-01,0,,,,,447.0,,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4971,92 Creekward Drive,522500.0,2019-07-01,0,160000.0,2012-12-01,400.0,2020-06-01,502.0,167.0,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4972,50 Sanctuary Boulevard,285000.0,2019-07-01,0,,,,,32002.0,,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4973,311 Charlemont Road,520000.0,2019-07-01,0,,,,,420.0,,4,2,3,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4974,156 Warralily Boulevard,535000.0,2019-07-01,0,445000.0,2017-09-01,400.0,2016-11-01,416.0,,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4975,2-4 Wanders Way,620000.0,2019-07-01,0,435000.0,2014-03-01,,,587.0,,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4976,118/1 Hillsborough Walk,405000.0,2019-07-01,0,,,,,,,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4977,200 Warralily Boulevard,525000.0,2019-07-01,0,,,,,447.0,,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4978,Lot 335 6 Anglet Way,279500.0,2019-07-01,0,,,,,,,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4979,13 Snedden Street,530000.0,2019-07-01,0,,,430.0,2019-07-01,400.0,,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4980,Lot 9120 186 Batten Road,250000.0,2019-07-01,0,,,,,,,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4981,13 Whitfords Drive,496500.0,2019-06-01,0,153000.0,2014-08-01,385.0,2015-02-01,393.0,163.0,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4982,LOT 1105 Beaumont Avenue,418679.0,2019-06-01,0,,,,,,,3,2,1,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4983,Lot 14 Gardiners Lane,404000.0,2019-06-01,0,,,,,108.0,176.0,3,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4984,20-22 Hedge Street,215000.0,2019-06-01,0,,,,,286.0,,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4985,Lot 9724 50 Vaughan Drive,260000.0,2019-06-01,0,,,,,,,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4986,19 Milla Avenue,650000.0,2019-06-01,0,,,,,511.0,,4,3,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4987,12 Torse Avenue,529000.0,2019-06-01,0,178000.0,2012-05-01,,,439.0,175.0,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4988,5 Forresters Way,530000.0,2019-06-01,0,182000.0,2015-08-01,430.0,2017-06-01,512.0,,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4989,6 Chucklecreek Lane,456000.0,2019-06-01,0,144000.0,2014-07-01,350.0,2016-02-01,350.0,,4,2,3,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4990,Lot 7415 62 Madeira Street,275000.0,2019-06-01,0,,,,,,,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4991,Lot 7332 29 Madeira Street,279900.0,2019-06-01,0,,,,,,,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4992,Lot 510 25 Hedge Street,250000.0,2019-06-01,0,,,,,,,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4993,12 Maroubra Street,575000.0,2019-06-01,0,,,,,448.0,,3,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4994,Lot 7328 19-21 Madeira Street,220000.0,2019-06-01,0,,,,,,,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4995,20 Daybreak Avenue,497500.0,2019-06-01,0,440000.0,2017-11-01,400.0,2016-04-01,385.0,,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4996,Lot 339 6 Anglet Way,299000.0,2019-05-01,0,,,,,,,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4997,Lot 45/722-770 Barwon Heads Road,395955.0,2019-05-01,0,,,,,206.0,115.0,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4998,Lot 27/722-770 Barwon Heads Road,471555.0,2019-05-01,0,,,,,275.0,131.0,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
4999,Lot 1/722-770 Barwon Heads Road,499905.0,2019-05-01,0,,,,,291.0,132.0,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5000,13 Mcmahon Avenue,490000.0,2019-05-01,0,169000.0,2012-10-01,,,444.0,,3,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5001,16 Cloudbreak Street,510000.0,2019-05-01,0,160000.0,2014-08-01,,,401.0,,3,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5002,7 Rainford Place,560000.0,2019-05-01,0,410000.0,2013-11-01,470.0,2019-02-01,404.0,181.0,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5003,10 Flanagan Close,590000.0,2019-05-01,0,,,,,472.0,,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5004,41 Prevelly Circuit,695000.0,2019-05-01,0,190000.0,2013-12-01,,,,,5,3,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5005,25 Beard Street,580000.0,2019-05-01,0,,,,,557.0,,3,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5006,104 Coastside Drive,590000.0,2019-05-01,0,,,470.0,2020-07-01,501.0,,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5007,34 Ashbury Boulevard,540000.0,2019-05-01,0,,,440.0,2019-03-01,448.0,,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5008,790 Barwon Heads Road,480000.0,2019-05-01,0,140500.0,2014-08-01,420.0,2019-06-01,336.0,139.0,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5009,14 Bondi Street,550000.0,2019-05-01,0,176000.0,2014-11-01,440.0,2016-11-01,448.0,,5,2,3,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5010,20 Hudson Street,590000.0,2019-04-01,0,179500.0,2000-02-01,,,515.0,214.0,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5011,Lot 7224 35 Iris Loop,300000.0,2019-04-01,0,,,,,,,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5012,22 Rockingham Street,545000.0,2019-04-01,0,,,,,446.0,,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5013,7 Teags Way,480000.0,2019-04-01,0,145000.0,2000-02-01,,,315.0,114.0,3,2,1,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5014,15 Snedden Street,247500.0,2019-04-01,0,,,430.0,2020-04-01,400.0,,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5015,LOT 2047 Mulberry Street,426224.0,2019-04-01,0,,,,,,,3,2,1,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5016,25-27 PORTRUSH LOOP,561000.0,2019-04-01,0,164000.0,2014-03-01,,,422.0,,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5017,12 Teags Way,485000.0,2019-04-01,0,154000.0,2014-03-01,400.0,2017-09-01,398.0,,3,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5018,21 Hudson Street,600000.0,2019-04-01,0,179500.0,2012-05-01,,,517.0,,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5019,126 Warralily Boulevard,590000.0,2019-04-01,0,440000.0,2016-07-01,450.0,2017-07-01,579.0,,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5020,37 Portrush Loop,507000.0,2019-04-01,0,147000.0,2013-12-01,,,365.0,134.0,3,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5021,12 Lismore Street,535000.0,2019-04-01,0,,,,,391.0,,3,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5022,LOT 10606 Fletcher Drive,606190.0,2019-03-01,0,,,,,,,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5023,Lot 7207 46 Iris Loop,310000.0,2019-03-01,0,,,,,,,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5024,10 Lance Drive,660000.0,2019-03-01,0,,,,,511.0,,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5025,21 Caitlin Chase,700000.0,2019-03-01,0,177000.0,2012-05-01,,,528.0,,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5026,6 Wynn Avenue,250000.0,2019-03-01,0,,,,,348.0,,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5027,8 Rottness Drive,570000.0,2019-03-01,0,,,,,510.0,,3,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5028,LOT 10619 Fletcher Drive,517067.0,2019-03-01,0,,,,,,,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5029,LOT 10622 Fletcher Drive,531567.0,2019-03-01,0,,,,,,,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5030,7 Lodge Place,555000.0,2019-03-01,0,,,,,448.0,,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5031,11 Milla Avenue,600000.0,2019-03-01,0,,,,,400.0,,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5032,LOT 10603 Fletcher Drive,529561.0,2019-03-01,0,,,,,,,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5033,31 Portrush Loop,507500.0,2019-03-01,0,159000.0,2016-03-01,,,351.0,,3,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5034,12 ABIGAIL Court,570000.0,2019-03-01,0,178000.0,2013-04-01,,,519.0,,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5035,5 Glide Way,465000.0,2019-03-01,0,138000.0,2014-09-01,365.0,2017-01-01,300.0,120.0,3,2,1,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5036,12 Flanagan Close,560000.0,2019-02-01,0,,,,,453.0,,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5037,Lot 9129 168 Batten Road,270000.0,2019-02-01,0,,,,,,,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5038,16 Booker Place,515000.0,2019-02-01,0,,,,,413.0,,4,2,4,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5039,9 Yellowbox Avenue,577500.0,2019-02-01,0,,,,,456.0,,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5040,22 Beard Street,279500.0,2019-02-01,0,,,,,399.0,,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5041,15 Prevelly Circuit,530000.0,2019-02-01,0,155000.0,2013-11-01,,,399.0,183.0,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5042,15 Baenschs Lane,1154000.0,2019-02-01,0,,,,,54304.0,,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5043,9 Flanagan Close,451000.0,2019-02-01,0,,,,,306.0,,3,2,1,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5044,191 Warralily Boulevard,573000.0,2019-02-01,0,168000.0,2014-12-01,430.0,2020-04-01,522.0,,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5045,23-27 Iris Loop,350000.0,2019-02-01,0,,,,,564.0,,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5046,10 Coastal Drive,632000.0,2019-02-01,0,189000.0,2000-02-01,,,528.0,,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5047,14 Trinity Way,460000.0,2019-02-01,0,144000.0,2016-04-01,390.0,2017-10-01,310.0,,3,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5048,1 Kingscliff Avenue,600000.0,2019-01-01,0,,,,,,,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5049,5 Kingscliff Avenue,600000.0,2019-01-01,0,183000.0,2012-12-01,,,528.0,200.0,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5050,14 Barleycorn Bend,575000.0,2019-01-01,0,161000.0,2012-04-01,,,438.0,,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5051,72 Coastside Drive,665000.0,2019-01-01,0,191500.0,2014-06-01,525.0,2020-06-01,513.0,223.0,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5052,Lot 9327 8 Sneddon Street,299000.0,2019-01-01,0,,,,,,,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5053,11 McKinley Avenue,445000.0,2019-01-01,0,,,,,238.0,,3,2,1,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5054,9 Lodge Place,248000.0,2019-01-01,0,,,,,396.0,,0,0,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5055,87 Iris Loop,495000.0,2019-01-01,0,,,,,311.0,,3,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5056,Lot 2043 Mulberry Street,415060.0,2019-01-01,0,,,,,,,3,2,1,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5057,31 Wild Oak Avenue,640000.0,2019-01-01,0,460000.0,2015-11-01,450.0,2015-11-01,583.0,247.0,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5058,7 Rochford Drive,555000.0,2019-01-01,0,182000.0,2011-07-01,,,528.0,,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5059,11 Crystall Place,480000.0,2018-12-01,0,360000.0,2016-05-01,,,319.0,158.0,4,2,1,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5060,16 Whitfords Drive,545000.0,2018-12-01,0,165000.0,2014-04-01,,,491.0,,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5061,14 Cloudbreak Street,625000.0,2018-12-01,0,172000.0,2014-03-01,,,448.0,206.0,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5062,13 Daybreak Avenue,569000.0,2018-12-01,0,157000.0,2013-03-01,410.0,2019-09-01,513.0,174.0,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5063,18 Caitlin Chase,550000.0,2018-12-01,0,159000.0,2011-06-01,,,448.0,,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5064,14 Simony Drive,470000.0,2018-12-01,0,,,400.0,2019-01-01,292.0,,4,2,1,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5065,28 NEVILLE Drive,710000.0,2018-12-01,0,210000.0,2015-12-01,,,512.0,,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5066,LOT 1127 Hadley Street,434665.0,2018-12-01,0,,,,,,,3,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5067,9 Aaron Street,482500.0,2020-02-24,0,,,,,309.0,0.0,2,2,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5068,12 Abigail Court,570000.0,2019-02-13,0,,,,,518.0,23.0,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5069,25 Abode Street,550000.0,2020-02-21,0,,,,,400.0,25.0,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5070,29 Abode Street,246900.0,2019-05-02,0,,,,,400.0,0.0,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5071,41 Abode Street,246900.0,2019-01-25,0,,,,,400.0,0.0,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5072,9 Ackland Street,415000.0,2019-10-29,0,,,,,218.0,0.0,3,2,1,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5073,18 Ackland Street,625000.0,2019-08-16,0,,,,,520.0,0.0,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5074,20 Ackland Street,620000.0,2020-05-26,0,,,,,517.0,0.0,3,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5075,30 Ackland Street,620000.0,2019-09-13,0,,,,,512.0,0.0,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5076,33 Albanel Street,277000.0,2019-03-11,0,,,,,349.0,0.0,4,3,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5077,43 Albanel Street,285000.0,2019-08-15,0,,,,,392.0,232.2576,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5078,22 Ambarella Way,470000.0,2019-10-31,0,,,,,336.0,0.0,3,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5079,28 Ambarella Way,670000.0,2019-09-26,0,,,,,464.0,232.2576,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5080,3 Ambrosia Drive,630000.0,2019-12-05,0,,,,,512.0,196.36,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5081,37 Ambrosia Drive,661000.0,2019-10-20,0,,,,,495.0,34.0,4,3,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5082,45 Ambrosia Drive,620000.0,2019-12-02,0,,,,,500.0,204.3867,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5083,51 Ambrosia Drive,710000.0,2019-11-06,0,,,,,542.0,0.0,5,3,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5084,55 Ambrosia Drive,565000.0,2019-10-26,0,,,,,499.0,0.0,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5085,17 Amiable Parade,532500.0,2020-03-12,0,,,,,400.0,0.0,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5086,13 Ashbury Boulevard,535000.0,2019-11-18,0,,,,,448.0,204.0,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5087,34 Ashbury Boulevard,540000.0,2019-04-18,0,,,,,448.0,204.3867,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5088,15 Baenschs Lane,1154000.0,2019-02-10,0,,,,,54187.0,0.0,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5089,7 Barleycorn Bend,635000.0,2020-07-01,0,,,,,590.0,0.0,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5090,14 Barleycorn Bend,575000.0,2019-01-23,0,,,,,438.0,0.0,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5091,790 Barwon Heads Road,480000.0,2019-05-02,0,,,,,336.0,0.0,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5092,804 Barwon Heads Road,512000.0,2020-07-01,0,,,,,398.0,125.0,3,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5093,25 Beard Street,580000.0,2019-05-03,0,,,,,556.0,0.0,3,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5094,15 Beekeeper Road,645000.0,2020-07-02,0,,,,,592.0,0.0,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5095,19 Beekeeper Road,658000.0,2019-08-16,0,,,,,541.0,193.98,3,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5096,23 Beekeeper Road,515000.0,2019-09-03,0,,,,,441.0,0.0,3,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5097,16 Bolton Street,527500.0,2019-12-30,0,,,,,448.0,195.0964,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5098,14 Bondi Street,550000.0,2019-04-30,0,,,,,448.0,0.0,4,2,3,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5099,13 Booker Place,525000.0,2019-12-04,0,,,,,280.0,0.0,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5100,16 Booker Place,515000.0,2019-01-28,0,,,,,414.0,176.5158,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5101,6 Bridgewater Circuit,548000.0,2019-04-03,0,,,,,512.0,0.0,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5102,37 Bridgewater Circuit,545000.0,2020-03-20,0,,,,,481.0,0.0,3,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5103,13 Caitlin Chase,680000.0,2019-08-12,0,,,,,528.0,0.0,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5104,20 Caitlin Chase,685000.0,2020-01-19,0,,,,,528.0,0.0,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5105,21 Caitlin Chase,700000.0,2019-03-25,0,,,,,528.0,0.0,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5106,15 Canoe Street,570000.0,2020-07-17,0,,,,,448.0,0.0,3,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5107,12 Carisbrook Street,510000.0,2019-12-11,0,,,,,400.0,0.0,3,2,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5108,17 Carisbrook Street,475000.0,2019-09-15,0,,,,,272.0,0.0,4,2,1,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5109,19 Carisbrook Street,478000.0,2019-07-30,0,,,,,272.0,0.0,3,2,1,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5110,54 Carisbrook Street,509000.0,2020-02-14,0,,,,,335.0,0.0,4,2,0,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5111,7 Carter Road,685000.0,2020-02-05,0,,,,,604.0,0.0,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5112,18 Carter Road,579000.0,2020-04-23,0,,,,,528.0,0.0,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5113,15 Cassava Street,476500.0,2020-01-29,0,,,,,335.0,157.9352,3,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5114,307 Charlemont Road,460000.0,2019-12-18,0,,,,,360.0,148.6449,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5115,311 Charlemont Road,520000.0,2019-06-24,0,,,,,420.0,0.0,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5116,336 Charlemont Road,550000.0,2019-12-17,0,,,,,528.0,204.3867,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5117,6 Chucklecreek Lane,456000.0,2019-05-10,0,,,,,352.0,0.0,4,2,3,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5118,7 Chucklecreek Lane,470000.0,2019-10-29,0,,,,,335.0,0.0,3,2,1,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5119,27 Chucklecreek Lane,485000.0,2020-05-18,0,,,,,365.0,0.0,0,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
5120,11 Cloudbreak Street,560000.0,2019-10-20,0,,,,,441.0,0.0,4,2,2,Armstrong Creek,1,0,4,3,0,10,1,1,-38.236835,144.367373
